games_played,date,team,p_champion
44,2026-06-22,Spain,0.11675
44,2026-06-22,France,0.10825
44,2026-06-22,Brazil,0.07025
44,2026-06-22,Portugal,0.065
44,2026-06-22,Colombia,0.05825
44,2026-06-22,Japan,0.05
44,2026-06-22,Germany,0.04625
44,2026-06-22,Morocco,0.04075
44,2026-06-22,Mexico,0.03725
44,2026-06-22,England,0.0365
44,2026-06-22,Netherlands,0.03275
44,2026-06-22,Switzerland,0.0255
44,2026-06-22,Austria,0.0215
44,2026-06-22,United States,0.02
44,2026-06-22,Egypt,0.01625
44,2026-06-22,Ivory Coast,0.0155
44,2026-06-22,Belgium,0.014
44,2026-06-22,South Korea,0.014
44,2026-06-22,Algeria,0.013
44,2026-06-22,Norway,0.013
44,2026-06-22,Australia,0.012
44,2026-06-22,Croatia,0.00675
44,2026-06-22,Canada,0.006
44,2026-06-22,Paraguay,0.006
44,2026-06-22,Uruguay,0.005
44,2026-06-22,Ecuador,0.004
44,2026-06-22,Scotland,0.00275
44,2026-06-22,Cape Verde,0.00175
44,2026-06-22,Congo DR,0.00175
44,2026-06-22,Senegal,0.001
44,2026-06-22,Iran,0.00075
44,2026-06-22,Curaçao,0.00025
44,2026-06-22,South Africa,0.00025
44,2026-06-22,Sweden,0.00025
44,2026-06-22,Türkiye,0.0
44,2026-06-22,Czechia,0.0
44,2026-06-22,Haiti,0.0
44,2026-06-22,Bosnia-Herzegovina,0.0
44,2026-06-22,Qatar,0.0
44,2026-06-22,Saudi Arabia,0.0
44,2026-06-22,New Zealand,0.0
44,2026-06-22,Tunisia,0.0
44,2026-06-22,Iraq,0.0
44,2026-06-22,Jordan,0.0
44,2026-06-22,Uzbekistan,0.0
44,2026-06-22,Ghana,0.0
44,2026-06-22,Panama,0.0
48,2026-06-23,Argentina,0.115
48,2026-06-23,Portugal,0.1135
48,2026-06-23,France,0.11125
48,2026-06-23,Spain,0.1005
48,2026-06-23,Colombia,0.067
48,2026-06-23,Brazil,0.0555
48,2026-06-23,Germany,0.04625
48,2026-06-23,Japan,0.04375
48,2026-06-23,Netherlands,0.039
48,2026-06-23,Morocco,0.03825
48,2026-06-23,Mexico,0.0365
48,2026-06-23,England,0.03275
48,2026-06-23,Switzerland,0.02375
48,2026-06-23,South Korea,0.0195
48,2026-06-23,Austria,0.018
48,2026-06-23,Egypt,0.017
48,2026-06-23,United States,0.01625
48,2026-06-23,Algeria,0.015
48,2026-06-23,Belgium,0.01425
48,2026-06-23,Norway,0.014
48,2026-06-23,Ivory Coast,0.014
48,2026-06-23,Australia,0.01125
48,2026-06-23,Croatia,0.00775
48,2026-06-23,Ecuador,0.0065
48,2026-06-23,Canada,0.00625
48,2026-06-23,Uruguay,0.00525
48,2026-06-23,Paraguay,0.005
48,2026-06-23,Scotland,0.00225
48,2026-06-23,Cape Verde,0.00125
48,2026-06-23,Senegal,0.00125
48,2026-06-23,Iran,0.00075
48,2026-06-23,Türkiye,0.0005
48,2026-06-23,South Africa,0.0005
48,2026-06-23,Sweden,0.00025
48,2026-06-23,Ghana,0.00025
48,2026-06-23,Qatar,0.0
48,2026-06-23,Haiti,0.0
48,2026-06-23,Czechia,0.0
48,2026-06-23,Bosnia-Herzegovina,0.0
48,2026-06-23,Tunisia,0.0
48,2026-06-23,Saudi Arabia,0.0
48,2026-06-23,New Zealand,0.0
48,2026-06-23,Curaçao,0.0
48,2026-06-23,Iraq,0.0
48,2026-06-23,Jordan,0.0
48,2026-06-23,Congo DR,0.0
48,2026-06-23,Uzbekistan,0.0
48,2026-06-23,Panama,0.0
54,2026-06-24,Argentina,0.12525
54,2026-06-24,Spain,0.10575
54,2026-06-24,France,0.104
54,2026-06-24,Portugal,0.0975
54,2026-06-24,Brazil,0.085
54,2026-06-24,Colombia,0.057
54,2026-06-24,Morocco,0.0515
54,2026-06-24,Japan,0.04625
54,2026-06-24,Germany,0.04175
54,2026-06-24,Mexico,0.03775
54,2026-06-24,England,0.03475
54,2026-06-24,Switzerland,0.0325
54,2026-06-24,Netherlands,0.03025
54,2026-06-24,Austria,0.0205
54,2026-06-24,Egypt,0.01675
54,2026-06-24,United States,0.01575
54,2026-06-24,Belgium,0.015
54,2026-06-24,Ivory Coast,0.01375
54,2026-06-24,Norway,0.0125
54,2026-06-24,Algeria,0.0105
54,2026-06-24,Croatia,0.0085
54,2026-06-24,Australia,0.008
54,2026-06-24,South Korea,0.007
54,2026-06-24,Ecuador,0.00575
54,2026-06-24,Uruguay,0.0035
54,2026-06-24,South Africa,0.003
54,2026-06-24,Paraguay,0.003
54,2026-06-24,Canada,0.00175
54,2026-06-24,Cape Verde,0.0015
54,2026-06-24,Senegal,0.001
54,2026-06-24,Iran,0.0005
54,2026-06-24,Scotland,0.0005
54,2026-06-24,Ghana,0.0005
54,2026-06-24,Saudi Arabia,0.0005
54,2026-06-24,Sweden,0.00025
54,2026-06-24,Curaçao,0.00025
54,2026-06-24,Bosnia-Herzegovina,0.00025
54,2026-06-24,Congo DR,0.00025
54,2026-06-24,Czechia,0.0
54,2026-06-24,Qatar,0.0
54,2026-06-24,Türkiye,0.0
54,2026-06-24,Haiti,0.0
54,2026-06-24,New Zealand,0.0
54,2026-06-24,Tunisia,0.0
54,2026-06-24,Jordan,0.0
54,2026-06-24,Iraq,0.0
54,2026-06-24,Uzbekistan,0.0
54,2026-06-24,Panama,0.0
60,2026-06-25,Argentina,0.11725
60,2026-06-25,France,0.10025
60,2026-06-25,Spain,0.09875
60,2026-06-25,Portugal,0.09
60,2026-06-25,Brazil,0.08325
60,2026-06-25,Colombia,0.06375
60,2026-06-25,Netherlands,0.05175
60,2026-06-25,Mexico,0.04525
60,2026-06-25,Switzerland,0.04075
60,2026-06-25,Morocco,0.0395
60,2026-06-25,England,0.03525
60,2026-06-25,Japan,0.03475
60,2026-06-25,Germany,0.03025
60,2026-06-25,Ecuador,0.03
60,2026-06-25,Ivory Coast,0.02625
60,2026-06-25,Austria,0.0175
60,2026-06-25,Norway,0.015
60,2026-06-25,Egypt,0.01375
60,2026-06-25,Algeria,0.01225
60,2026-06-25,Belgium,0.01125
60,2026-06-25,Australia,0.01
60,2026-06-25,Paraguay,0.0075
60,2026-06-25,Croatia,0.007
60,2026-06-25,Uruguay,0.005
60,2026-06-25,United States,0.0035
60,2026-06-25,South Korea,0.0035
60,2026-06-25,South Africa,0.002
60,2026-06-25,Canada,0.001
60,2026-06-25,Cape Verde,0.00075
60,2026-06-25,Sweden,0.00075
60,2026-06-25,Senegal,0.00075
60,2026-06-25,Ghana,0.00075
60,2026-06-25,Iran,0.00025
60,2026-06-25,Scotland,0.00025
60,2026-06-25,Congo DR,0.00025
60,2026-06-25,Türkiye,0.0
60,2026-06-25,Czechia,0.0
60,2026-06-25,Haiti,0.0
60,2026-06-25,Bosnia-Herzegovina,0.0
60,2026-06-25,Qatar,0.0
60,2026-06-25,Saudi Arabia,0.0
60,2026-06-25,New Zealand,0.0
60,2026-06-25,Curaçao,0.0
60,2026-06-25,Tunisia,0.0
60,2026-06-25,Jordan,0.0
60,2026-06-25,Iraq,0.0
60,2026-06-25,Uzbekistan,0.0
60,2026-06-25,Panama,0.0
66,2026-06-26,France,0.14125
66,2026-06-26,Spain,0.10925
66,2026-06-26,Argentina,0.10875
66,2026-06-26,Portugal,0.08875
66,2026-06-26,Brazil,0.07525
66,2026-06-26,Colombia,0.05575
66,2026-06-26,Netherlands,0.05
66,2026-06-26,Mexico,0.04075
66,2026-06-26,Japan,0.039
66,2026-06-26,Switzerland,0.035
66,2026-06-26,England,0.03175
66,2026-06-26,Morocco,0.0305
66,2026-06-26,Ecuador,0.02925
66,2026-06-26,Germany,0.02725
66,2026-06-26,Belgium,0.0255
66,2026-06-26,Ivory Coast,0.0195
66,2026-06-26,Austria,0.016
66,2026-06-26,Egypt,0.01
66,2026-06-26,Croatia,0.0095
66,2026-06-26,Australia,0.00925
66,2026-06-26,Norway,0.009
66,2026-06-26,Senegal,0.0085
66,2026-06-26,Algeria,0.0085
66,2026-06-26,Paraguay,0.0075
66,2026-06-26,United States,0.00425
66,2026-06-26,South Korea,0.003
66,2026-06-26,South Africa,0.00275
66,2026-06-26,Canada,0.0025
66,2026-06-26,Cape Verde,0.00075
66,2026-06-26,Iran,0.0005
66,2026-06-26,Ghana,0.00025
66,2026-06-26,Sweden,0.00025
66,2026-06-26,Türkiye,0.0
66,2026-06-26,Scotland,0.0
66,2026-06-26,Haiti,0.0
66,2026-06-26,Qatar,0.0
66,2026-06-26,Bosnia-Herzegovina,0.0
66,2026-06-26,Czechia,0.0
66,2026-06-26,Curaçao,0.0
66,2026-06-26,Tunisia,0.0
66,2026-06-26,Uruguay,0.0
66,2026-06-26,Saudi Arabia,0.0
66,2026-06-26,New Zealand,0.0
66,2026-06-26,Iraq,0.0
66,2026-06-26,Jordan,0.0
66,2026-06-26,Congo DR,0.0
66,2026-06-26,Uzbekistan,0.0
66,2026-06-26,Panama,0.0
72,2026-06-27,France,0.12825
72,2026-06-27,Spain,0.117
72,2026-06-27,Argentina,0.11075
72,2026-06-27,Portugal,0.082
72,2026-06-27,Brazil,0.0715
72,2026-06-27,Colombia,0.065
72,2026-06-27,Netherlands,0.0545
72,2026-06-27,Mexico,0.0435
72,2026-06-27,England,0.039
72,2026-06-27,Morocco,0.03425
72,2026-06-27,Switzerland,0.033
72,2026-06-27,Japan,0.0315
72,2026-06-27,Ecuador,0.0295
72,2026-06-27,Germany,0.026
72,2026-06-27,Belgium,0.023
72,2026-06-27,Ivory Coast,0.0205
72,2026-06-27,Croatia,0.01875
72,2026-06-27,Austria,0.01575
72,2026-06-27,Egypt,0.011
72,2026-06-27,Algeria,0.01075
72,2026-06-27,Australia,0.00925
72,2026-06-27,Senegal,0.00775
72,2026-06-27,Norway,0.0055
72,2026-06-27,Paraguay,0.00425
72,2026-06-27,Congo DR,0.00225
72,2026-06-27,Canada,0.00175
72,2026-06-27,South Africa,0.0015
72,2026-06-27,United States,0.00125
72,2026-06-27,Cape Verde,0.00075
72,2026-06-27,Bosnia-Herzegovina,0.00025
72,2026-06-27,Czechia,0.0
72,2026-06-27,South Korea,0.0
72,2026-06-27,Türkiye,0.0
72,2026-06-27,Scotland,0.0
72,2026-06-27,Haiti,0.0
72,2026-06-27,Qatar,0.0
72,2026-06-27,Sweden,0.0
72,2026-06-27,Curaçao,0.0
72,2026-06-27,Tunisia,0.0
72,2026-06-27,New Zealand,0.0
72,2026-06-27,Uruguay,0.0
72,2026-06-27,Saudi Arabia,0.0
72,2026-06-27,Iran,0.0
72,2026-06-27,Iraq,0.0
72,2026-06-27,Jordan,0.0
72,2026-06-27,Uzbekistan,0.0
72,2026-06-27,Ghana,0.0
72,2026-06-27,Panama,0.0
73,2026-06-28,France,0.12675
73,2026-06-28,Spain,0.11725
73,2026-06-28,Argentina,0.11075
73,2026-06-28,Portugal,0.082
73,2026-06-28,Brazil,0.07225
73,2026-06-28,Colombia,0.06575
73,2026-06-28,Netherlands,0.0545
73,2026-06-28,Mexico,0.04225
73,2026-06-28,England,0.039
73,2026-06-28,Morocco,0.0345
73,2026-06-28,Switzerland,0.033
73,2026-06-28,Japan,0.0315
73,2026-06-28,Ecuador,0.02975
73,2026-06-28,Germany,0.02625
73,2026-06-28,Belgium,0.023
73,2026-06-28,Ivory Coast,0.0205
73,2026-06-28,Croatia,0.01875
73,2026-06-28,Austria,0.01575
73,2026-06-28,Egypt,0.01125
73,2026-06-28,Algeria,0.01075
73,2026-06-28,Australia,0.0095
73,2026-06-28,Canada,0.00775
73,2026-06-28,Norway,0.0055
73,2026-06-28,Senegal,0.00425
73,2026-06-28,Congo DR,0.00225
73,2026-06-28,United States,0.0015
73,2026-06-28,Cape Verde,0.0015
73,2026-06-28,Paraguay,0.00125
73,2026-06-28,South Africa,0.00075
73,2026-06-28,Bosnia-Herzegovina,0.00025
73,2026-06-28,Czechia,0.0
73,2026-06-28,South Korea,0.0
73,2026-06-28,Türkiye,0.0
73,2026-06-28,Scotland,0.0
73,2026-06-28,Haiti,0.0
73,2026-06-28,Qatar,0.0
73,2026-06-28,Sweden,0.0
73,2026-06-28,Curaçao,0.0
73,2026-06-28,Tunisia,0.0
73,2026-06-28,New Zealand,0.0
73,2026-06-28,Uruguay,0.0
73,2026-06-28,Saudi Arabia,0.0
73,2026-06-28,Iran,0.0
73,2026-06-28,Iraq,0.0
73,2026-06-28,Jordan,0.0
73,2026-06-28,Uzbekistan,0.0
73,2026-06-28,Ghana,0.0
73,2026-06-28,Panama,0.0
76,2026-06-29,France,0.125
76,2026-06-29,Spain,0.11625
76,2026-06-29,Argentina,0.1085
76,2026-06-29,Brazil,0.094
76,2026-06-29,Portugal,0.0805
76,2026-06-29,Colombia,0.063
76,2026-06-29,Netherlands,0.056
76,2026-06-29,Mexico,0.04
76,2026-06-29,England,0.03875
76,2026-06-29,Morocco,0.032
76,2026-06-29,Ecuador,0.0315
76,2026-06-29,Switzerland,0.031
76,2026-06-29,Germany,0.026
76,2026-06-29,Belgium,0.02225
76,2026-06-29,Ivory Coast,0.022
76,2026-06-29,Japan,0.02025
76,2026-06-29,Croatia,0.01825
76,2026-06-29,Austria,0.0165
76,2026-06-29,Algeria,0.01175
76,2026-06-29,Egypt,0.0115
76,2026-06-29,Australia,0.00975
76,2026-06-29,Paraguay,0.00775
76,2026-06-29,Norway,0.00575
76,2026-06-29,Canada,0.0045
76,2026-06-29,Congo DR,0.00225
76,2026-06-29,United States,0.0015
76,2026-06-29,Cape Verde,0.0015
76,2026-06-29,Senegal,0.001
76,2026-06-29,South Africa,0.00075
76,2026-06-29,Bosnia-Herzegovina,0.00025
76,2026-06-29,Czechia,0.0
76,2026-06-29,South Korea,0.0
76,2026-06-29,Türkiye,0.0
76,2026-06-29,Scotland,0.0
76,2026-06-29,Haiti,0.0
76,2026-06-29,Qatar,0.0
76,2026-06-29,Sweden,0.0
76,2026-06-29,Curaçao,0.0
76,2026-06-29,Tunisia,0.0
76,2026-06-29,New Zealand,0.0
76,2026-06-29,Uruguay,0.0
76,2026-06-29,Saudi Arabia,0.0
76,2026-06-29,Iran,0.0
76,2026-06-29,Iraq,0.0
76,2026-06-29,Jordan,0.0
76,2026-06-29,Uzbekistan,0.0
76,2026-06-29,Ghana,0.0
76,2026-06-29,Panama,0.0
79,2026-06-30,France,0.1365
79,2026-06-30,Spain,0.11325
79,2026-06-30,Argentina,0.107
79,2026-06-30,Brazil,0.08775
79,2026-06-30,Portugal,0.07825
79,2026-06-30,Mexico,0.061
79,2026-06-30,Colombia,0.0585
79,2026-06-30,Netherlands,0.05575
79,2026-06-30,England,0.03825
79,2026-06-30,Switzerland,0.03025
79,2026-06-30,Morocco,0.03
79,2026-06-30,Germany,0.02775
79,2026-06-30,Belgium,0.024
79,2026-06-30,Japan,0.02125
79,2026-06-30,Austria,0.02075
79,2026-06-30,Algeria,0.017
79,2026-06-30,Ecuador,0.017
79,2026-06-30,Croatia,0.0155
79,2026-06-30,Ivory Coast,0.01175
79,2026-06-30,Norway,0.011
79,2026-06-30,Egypt,0.0105
79,2026-06-30,Australia,0.0085
79,2026-06-30,Paraguay,0.00775
79,2026-06-30,Canada,0.00425
79,2026-06-30,Congo DR,0.00175
79,2026-06-30,Cape Verde,0.0015
79,2026-06-30,United States,0.00125
79,2026-06-30,Senegal,0.001
79,2026-06-30,South Africa,0.00075
79,2026-06-30,Sweden,0.00025
79,2026-06-30,Bosnia-Herzegovina,0.0
79,2026-06-30,South Korea,0.0
79,2026-06-30,Türkiye,0.0
79,2026-06-30,Scotland,0.0
79,2026-06-30,Haiti,0.0
79,2026-06-30,Qatar,0.0
79,2026-06-30,Czechia,0.0
79,2026-06-30,Tunisia,0.0
79,2026-06-30,Curaçao,0.0
79,2026-06-30,New Zealand,0.0
79,2026-06-30,Uruguay,0.0
79,2026-06-30,Saudi Arabia,0.0
79,2026-06-30,Iran,0.0
79,2026-06-30,Iraq,0.0
79,2026-06-30,Jordan,0.0
79,2026-06-30,Uzbekistan,0.0
79,2026-06-30,Ghana,0.0
79,2026-06-30,Panama,0.0
82,2026-07-01,France,0.13425
82,2026-07-01,Spain,0.11275
82,2026-07-01,Argentina,0.105
82,2026-07-01,Brazil,0.08575
82,2026-07-01,Portugal,0.0765
82,2026-07-01,Mexico,0.06025
82,2026-07-01,Colombia,0.05675
82,2026-07-01,Morocco,0.05525
82,2026-07-01,Netherlands,0.0395
82,2026-07-01,England,0.03525
82,2026-07-01,Switzerland,0.03275
82,2026-07-01,Belgium,0.03125
82,2026-07-01,Germany,0.02625
82,2026-07-01,Japan,0.0205
82,2026-07-01,Austria,0.02
82,2026-07-01,Ecuador,0.01675
82,2026-07-01,Algeria,0.0165
82,2026-07-01,Croatia,0.01475
82,2026-07-01,Ivory Coast,0.012
82,2026-07-01,Norway,0.01075
82,2026-07-01,Egypt,0.01025
82,2026-07-01,United States,0.00875
82,2026-07-01,Australia,0.008
82,2026-07-01,Paraguay,0.00425
82,2026-07-01,South Africa,0.0015
82,2026-07-01,Senegal,0.00125
82,2026-07-01,Cape Verde,0.00125
82,2026-07-01,Canada,0.001
82,2026-07-01,Congo DR,0.00075
82,2026-07-01,Ghana,0.00025
82,2026-07-01,Bosnia-Herzegovina,0.0
82,2026-07-01,South Korea,0.0
82,2026-07-01,Türkiye,0.0
82,2026-07-01,Scotland,0.0
82,2026-07-01,Haiti,0.0
82,2026-07-01,Qatar,0.0
82,2026-07-01,Czechia,0.0
82,2026-07-01,Sweden,0.0
82,2026-07-01,Tunisia,0.0
82,2026-07-01,Curaçao,0.0
82,2026-07-01,Uruguay,0.0
82,2026-07-01,Saudi Arabia,0.0
82,2026-07-01,Iran,0.0
82,2026-07-01,New Zealand,0.0
82,2026-07-01,Jordan,0.0
82,2026-07-01,Iraq,0.0
82,2026-07-01,Uzbekistan,0.0
82,2026-07-01,Panama,0.0
85,2026-07-02,Spain,0.1235
85,2026-07-02,France,0.123
85,2026-07-02,Argentina,0.1095
85,2026-07-02,Portugal,0.08725
85,2026-07-02,Brazil,0.082
85,2026-07-02,England,0.0585
85,2026-07-02,Mexico,0.05725
85,2026-07-02,Colombia,0.05375
85,2026-07-02,Morocco,0.04075
85,2026-07-02,Netherlands,0.0375
85,2026-07-02,Switzerland,0.034
85,2026-07-02,Belgium,0.033
85,2026-07-02,Germany,0.0265
85,2026-07-02,Japan,0.0215
85,2026-07-02,Ecuador,0.02
85,2026-07-02,Egypt,0.01525
85,2026-07-02,Norway,0.015
85,2026-07-02,Ivory Coast,0.011
85,2026-07-02,Austria,0.0105
85,2026-07-02,Croatia,0.009
85,2026-07-02,Australia,0.00825
85,2026-07-02,Paraguay,0.0075
85,2026-07-02,United States,0.00575
85,2026-07-02,Algeria,0.004
85,2026-07-02,South Africa,0.0015
85,2026-07-02,Senegal,0.00125
85,2026-07-02,Cape Verde,0.001
85,2026-07-02,Canada,0.001
85,2026-07-02,Congo DR,0.00075
85,2026-07-02,Ghana,0.00025
85,2026-07-02,Bosnia-Herzegovina,0.0
85,2026-07-02,South Korea,0.0
85,2026-07-02,Türkiye,0.0
85,2026-07-02,Scotland,0.0
85,2026-07-02,Haiti,0.0
85,2026-07-02,Qatar,0.0
85,2026-07-02,Czechia,0.0
85,2026-07-02,Sweden,0.0
85,2026-07-02,Tunisia,0.0
85,2026-07-02,Curaçao,0.0
85,2026-07-02,Uruguay,0.0
85,2026-07-02,Saudi Arabia,0.0
85,2026-07-02,Iran,0.0
85,2026-07-02,New Zealand,0.0
85,2026-07-02,Jordan,0.0
85,2026-07-02,Iraq,0.0
85,2026-07-02,Uzbekistan,0.0
85,2026-07-02,Panama,0.0
88,2026-07-03,Spain,0.1215
88,2026-07-03,Argentina,0.11925
88,2026-07-03,France,0.119
88,2026-07-03,Portugal,0.08475
88,2026-07-03,Brazil,0.07925
88,2026-07-03,Colombia,0.064
88,2026-07-03,England,0.05825
88,2026-07-03,Mexico,0.05225
88,2026-07-03,Morocco,0.0405
88,2026-07-03,Netherlands,0.0375
88,2026-07-03,Switzerland,0.033
88,2026-07-03,Belgium,0.03275
88,2026-07-03,Germany,0.0265
88,2026-07-03,Japan,0.0215
88,2026-07-03,Ecuador,0.01975
88,2026-07-03,Croatia,0.015
88,2026-07-03,Norway,0.015
88,2026-07-03,Ivory Coast,0.011
88,2026-07-03,Austria,0.01025
88,2026-07-03,Egypt,0.00875
88,2026-07-03,Australia,0.008
88,2026-07-03,Paraguay,0.0075
88,2026-07-03,United States,0.00575
88,2026-07-03,Algeria,0.004
88,2026-07-03,Senegal,0.00125
88,2026-07-03,Canada,0.001
88,2026-07-03,Congo DR,0.001
88,2026-07-03,South Africa,0.001
88,2026-07-03,Cape Verde,0.0005
88,2026-07-03,Ghana,0.00025
88,2026-07-03,Bosnia-Herzegovina,0.0
88,2026-07-03,South Korea,0.0
88,2026-07-03,Türkiye,0.0
88,2026-07-03,Scotland,0.0
88,2026-07-03,Haiti,0.0
88,2026-07-03,Qatar,0.0
88,2026-07-03,Czechia,0.0
88,2026-07-03,Sweden,0.0
88,2026-07-03,Tunisia,0.0
88,2026-07-03,Curaçao,0.0
88,2026-07-03,Uruguay,0.0
88,2026-07-03,Saudi Arabia,0.0
88,2026-07-03,Iran,0.0
88,2026-07-03,New Zealand,0.0
88,2026-07-03,Jordan,0.0
88,2026-07-03,Iraq,0.0
88,2026-07-03,Uzbekistan,0.0
88,2026-07-03,Panama,0.0
